Bacteria_27,Bacteria_3,Bacteria_29,Bacteria_4,Bacteria_5,Bacteria_19,Bacteria_14,Bacteria_33,Bacteria_17,Bacteria_37,Bacteria_6,Bacteria_42,Bacteria_34,Bacteria_39,Bacteria_21,Bacteria_40,Bacteria_28,Bacteria_23,Bacteria_20,Bacteria_41,disease_status
0.9826686926061919,0.5967893193535206,0.8286418869384028,1.131802115422086,0.49250954745404035,0.6459613372265272,1.4731869876301897,0.7180323092766875,1.4584597651678017,1.4701603967783008,1.1797757028028941,1.083058920965321,0.5823100672453959,1.0397286354523962,0.4716917845847169,1.2832510678881646,0.9808479912205268,0.9044889060991578,0.816516518289354,0.6819860085599522,healthy
1.2395238852045731,1.200689071269928,0.8864272347025871,0.954233579924853,0.7292929837300212,0.46627807235127616,0.8596889137917174,1.2012168157295264,0.7273057931839434,0.8808755766538655,1.1797757028028941,0.9495480915780312,0.6222832999377176,1.1580589050410606,1.0977054138344917,0.606470545708646,0.5034044907785302,0.5821005760082534,0.6219920350756901,0.9159100360780148,healthy
1.002426784344529,0.5383474078777393,0.4241444525891128,0.8555843935375014,1.5580350106959542,0.8855390237268619,1.1565428204877524,0.5771034948946094,1.3622552951699256,0.9861050088189433,0.9913883650299768,0.7015994084302074,1.1219487085917386,1.177780616639171,1.05976519387996,1.170454314191578,1.2792501789967747,1.3216973332756223,0.9526836565389187,1.032872049837046,healthy
0.9233944173911809,1.1032858854769592,0.7130711914100343,1.526398860971493,1.104200091166991,0.7857149876850558,0.8992694346845221,0.8388284358898973,0.5541377471877665,1.4280686239122697,1.0290658325845603,0.7588183353104744,0.6422699162838784,0.8425115194712892,1.3822570634934803,0.7756656762535257,1.2991436581818578,0.43038842067135724,1.32228017464488,1.0523657187968847,healthy
0.9431525091295179,1.025363336842584,1.05978327799514,0.9936932544797937,0.8476847018680116,1.165046324643919,0.424303183970866,1.0602880013474485,1.208328143173324,0.9861050088189433,0.9913883650299768,1.0258399940850538,0.9220825451301301,0.5072424223034073,0.4906618945619828,1.0764570194444227,0.9410610328503605,1.1510211585216141,1.1277556914312161,0.7599606843993064,healthy
0.7653296834844847,0.8500376024152398,0.9634743650548327,0.954233579924853,1.0450042320979958,0.9653982525603068,1.1169622995949477,0.8388284358898973,0.9389556271792708,1.2597015324481453,0.5580974881522672,1.2165697503526105,0.8821093124378084,0.38891215271474305,1.05976519387996,1.2832510678881646,1.418504533292357,1.01827302260183,0.6025395867543237,1.0718593877567233,healthy
0.9431525091295179,0.8110763280980523,0.8286418869384028,0.717475532595209,0.6503651716380275,1.3646943967275313,0.9190596951309244,1.4226763811870777,1.4392188711682266,0.7335543716227567,1.0102270988072686,0.6253075059231847,1.0020290105147736,0.9016766542656214,1.1925559637208212,1.2832510678881646,1.1797827830713588,0.7717407701793736,0.7192542766825221,1.169327732555916,healthy
0.8443620504378327,1.0838052483183653,1.0790450605832014,0.835854556260031,0.9266125139600052,1.444553625560976,1.0971720391485456,0.7180323092766875,1.0351600971771469,1.0071508952519588,0.9725496312526851,1.2356427259793663,0.8821093124378084,1.2172240398353926,0.9649146439936304,1.0200586425961296,1.0206349495906932,1.094129100270278,1.2055654847166817,1.4032517600739787,healthy
0.7850877752228217,0.5383474078777393,1.252401103875754,0.7963948817050903,0.9266125139600052,0.8256446021017783,0.7409473511133035,0.7784303725832924,0.7465466871835187,0.6493708258906945,1.1044207676937272,1.0067670184582982,0.9820423941686126,0.8425115194712892,1.4012271734707462,1.2080532320904402,0.9609545120354437,0.8096688090135977,0.8748738632534532,0.8574290291984992,healthy
0.9431525091295179,1.122766522635553,1.252401103875754,1.0923424408671454,0.9858083730290005,1.1251167102271966,1.0773817787021431,0.7985630603521607,0.86199205118097,1.3017933053141764,1.5565503783487287,0.9495480915780312,1.181908557630221,0.7044595382845144,1.1166755238117576,1.151654855242147,0.7023392826293622,1.075165080853166,0.8943263115748196,0.8769226981583377,healthy
0.7258135000078106,1.5318599029660225,1.0019979302309556,0.8950440680924421,0.9266125139600052,1.1450815174355577,0.8992694346845221,1.0602880013474485,1.6316278111639786,1.2597015324481453,0.8030010272570597,1.1212048722188321,1.3617881047456686,0.921398365863732,1.2494662936526189,0.7944651352029567,0.8415936369249445,0.9993090031847179,0.5441822417902246,0.9548973739976919,healthy
1.2000077017278992,1.0643246111597715,0.9827361476428942,1.0331529290347343,1.104200091166991,0.9055038309352231,1.018010997362936,0.5167054315880045,1.0159192031775717,0.7966920309218033,1.2928081054666445,0.8351102378174972,1.561654268207277,0.9608417890599534,0.832123874152769,0.8132645941523878,0.7023392826293622,1.056201061436054,1.419542416251712,0.5065429879214052,healthy
1.002426784344529,1.1032858854769592,1.0405214954070785,1.0331529290347343,1.064736185120994,1.0452574813937516,0.5232544862028777,1.1408187524229216,0.688824005184793,1.091334440984021,0.8218397610343514,1.1021318965920766,0.7821762307070043,0.5664075570977394,0.8131537641755031,0.4560748741131975,0.9609545120354437,1.0372370420189418,1.3417326229662465,1.1888214015157546,healthy
1.2592819769429102,0.6941925051464896,1.0405214954070785,1.0528827663122047,1.2620557153509782,0.7857149876850558,0.9388499555773268,0.8992264991965021,0.8812329451805452,1.407022737479254,1.1044207676937272,0.6443804815499404,0.8621226960916476,0.9608417890599534,0.5286021145165146,1.0200586425961296,0.9410610328503605,0.9044889060991578,1.1277556914312161,0.6819860085599522,healthy
0.9233944173911809,0.8889988767324275,0.9249507998787099,1.072612603589675,0.86741665489101,0.4862428795596374,0.9982207369165338,1.16095144019179,0.9389556271792708,1.091334440984021,0.7653235597024762,0.6443804815499404,1.0420022432070952,0.8622332310694,1.040795083902694,1.4524461984330441,1.1996762622564419,0.6389926342595895,1.1861130363953154,1.5786947807125258,healthy
0.3108935735027333,1.0838052483183653,1.0790450605832014,0.5201771598205056,0.7884888427990164,1.1251167102271966,1.1367525600413502,1.0200226258097118,0.8427511571813947,0.85982969022085,0.7276460921478928,0.9114021403245198,0.9420691614762909,1.000285212256175,0.5096320045392487,0.8508635120512499,1.1797827830713588,1.075165080853166,1.1277556914312161,1.2862897463149474,healthy
