bacteria,importance,importance_pct
Bacteria_39,0.09999999999999998,9.999999999999998
Bacteria_27,0.059999999999999984,5.999999999999998
Bacteria_14,0.059999999999999984,5.999999999999998
Bacteria_23,0.059999999999999984,5.999999999999998
Bacteria_40,0.059999999999999984,5.999999999999998
Bacteria_21,0.059999999999999984,5.999999999999998
Bacteria_41,0.059999999999999984,5.999999999999998
Bacteria_17,0.04999999999999999,4.999999999999999
Bacteria_19,0.04999999999999999,4.999999999999999
Bacteria_5,0.04999999999999999,4.999999999999999
Bacteria_28,0.04999999999999999,4.999999999999999
Bacteria_6,0.04999999999999999,4.999999999999999
Bacteria_37,0.039999999999999994,3.9999999999999996
Bacteria_3,0.039999999999999994,3.9999999999999996
Bacteria_42,0.039999999999999994,3.9999999999999996
Bacteria_34,0.039999999999999994,3.9999999999999996
Bacteria_4,0.039999999999999994,3.9999999999999996
Bacteria_20,0.039999999999999994,3.9999999999999996
Bacteria_29,0.029999999999999992,2.999999999999999
Bacteria_33,0.019999999999999997,1.9999999999999998
